Stomatepia pindu	YP_009590629
Melichthys vidua	YP_002519666
Scarus schlegeli	YP_002519653
Canthidermis maculata	YP_002519640
Balistoides conspicillum	YP_002519627
Pseudomonacanthus peroni	YP_002519614
Pervagor janthinosoma	YP_002519601
Paramonacanthus choirocephalus	YP_002519588
Paraluteres prionurus	YP_002519500
Scarus forsteni	YP_002519487
Oxymonacanthus longirostris	YP_002519474
Scobinichthys granulatus	YP_002519461
Monacanthus chinensis	YP_002519448
Rudarius ercodes	YP_002519435
Nelusetta ayraudi	YP_002519396
Phlaeoba albonema	YP_002456425
Sipunculus nudus	YP_002456411
Mitsukurina owstoni	YP_002456400
Watersipora subtorquata	YP_002456334
Sacalia quadriocellata	YP_002456323
Francolinus pintadeanus	YP_002456297
Bambusicola thoracicus	YP_002456284
Manouria impressa	YP_002456271
Nothobranchius furzeri	YP_002456258
Deracantha onos	YP_002456244
Eremias brenchleyi	YP_002427679
Hyriopsis cumingii	YP_002427675
Nezara viridula	YP_002418795
Rattus tanezumi	COX1_23367
Trichiurus japonicus	YP_002364629
Pedetontus silvestrii	YP_002364602
Epinephelus lanceolatus	YP_002364577
Trogon viridis	YP_002364564
Todiramphus sanctus vagans	YP_002364470
Geococcyx californianus	YP_002364457
Larimichthys crocea	YP_002364444
Agapornis roseicollis	YP_002364418
Pampus sp. LY-2009	YP_002364405
Lagocephalus wheeleri	YP_002333260
Torquigener brevipinnis	YP_002333247
Takifugu ocellatus	YP_002333234
Takifugu oblongus	YP_002333221
Takifugu chinensis	YP_002333208
Takifugu xanthopterus	YP_002333195
Takifugu vermicularis	YP_002333182
Takifugu snyderi	YP_002333169
Takifugu stictonotus	YP_002333156
Takifugu porphyreus	YP_002333143
Takifugu pardalis	YP_002333130
Takifugu obscurus	YP_002333117
Takifugu alboplumbeus	YP_002333104
Takifugu chrysops	YP_002333091
Chelonodontops patoca	YP_002333078
Takifugu exascurus	YP_002333065
Takifugu poecilonotus	YP_002333052
Podarcis siculus	YP_002332298
Podarcis muralis	YP_002332273
Phoenicolacerta kulzeri	YP_002332260
Scarus ghobban	YP_002327443
Acyrthosiphon pisum	YP_002323931
Spinachia spinachia	YP_002317383
Architeuthis dux	YP_002317371
Architeuthis dux	YP_002317365
Apeltes quadracus	YP_002317352
Martes zibellina	YP_002317339
Lutjanus kasmira	YP_002317326
Culaea inconstans	YP_002317313
Achalinus meiguensis	YP_002317300
Anguilla luzonensis	YP_002317287
Trachemys scripta	YP_002317261
Symphylella sp. YG-2006	YP_002317246
Pungitius pungitius	YP_002317235
Gasterosteus wheatlandi	YP_002317222
Aulichthys japonicus	YP_002317209
Protohermes concolorus	YP_002302545
Abispa ephippium	YP_002302314
Bungarus multicinctus	YP_002290807
Bungarus fasciatus	YP_002290820
Daboia russelii	YP_002290794
Gloydius brevicaudus	YP_002290781
Naja atra	YP_002290768
Elassoma zonatum	YP_002290755
Jordanella floridae	YP_002290742
Fundulus olivaceus	YP_002286790
Xenotoca eiseni	YP_002286803
Xiphophorus maculatus	YP_002286777
Lutra lutra	YP_002274291
Scarus rubroviolaceus	YP_002267959
Chilomycterus reticulatus	YP_002265629
Anoplocapros lenticularis	YP_002265473
Cantherhines pardalis	YP_002265551
Xenobalistes tumidipectoris	YP_002265499
Thamnaconus modestus	YP_002265577
Lactoria diaphana	YP_002265616
Aluterus scriptus	YP_002265525
Canis lupus laniger	YP_002221502
Troglophilus neglectus	YP_002261392
Gryllotalpa pluvialis	YP_002261340
Rhinolophus formosae	YP_002261367
Calliptamus italicus	YP_002261379
Myrmecophilus manni	YP_002261327
Falco tinnunculus	YP_002261406
Enterobius vermicularis	YP_002261325
Damon diadema	YP_002242154
Corydalus cornutus	YP_002229127
Lutjanus bengalensis	YP_002229115
Hydra vulgaris	YP_002221538
Rachycentron canadum	YP_002221515
Rhodeus ocellatus	YP_002221343
Misgurnus anguillicaudatus	YP_002221317
Distoechodon tumirostris	YP_002221304
Rapana venosa	YP_002213579
Atelura formicaria	YP_002213639
Gampsocleis gratiosa	YP_002213678
Procypris rabaudi	YP_002213568
Halichoeres tenuispinis	YP_002213555
Halichoeres trimaculatus	YP_002213666
Bilobella aurantiaca	YP_002213613
Chelydra serpentina	YP_002213653
Iso hawaiiensis	YP_002154571
Odontesthes sp. Odsp-001	YP_002154532
Hyporhamphus sajori	YP_002154506
Menidia menidia	YP_002154519
Ptychochromoides katria	YP_002154454
Ablennes hians	YP_002154597
Oryzias sarasinorum	YP_002154493
Paratilapia polleni	YP_002154467
Aplocheilus panchax	YP_002154545
Etroplus maculatus	YP_002154584
Tylochromis polylepis	YP_002154480
Madracis myriaster	YP_002149687
Stylophora pistillata	YP_002149713
Mylopharyngodon piceus	YP_002128424
Opisthorchis felineus	YP_002122308
Gorilla gorilla gorilla	YP_002120661
Meles meles	YP_002120648
Ailurus fulgens	YP_002120635
Echinococcus canadensis	YP_002117981
Echinococcus ortleppi	YP_002117993
Ursus thibetanus thibetanus	YP_002117947
Ursus thibetanus ussuricus	YP_002117932
Arctodus simus	YP_002117921
Gastrimargus marmoratus	YP_002117894
Oedaleus asiaticus	YP_002117907
Epinephelus akaara	YP_002117882
Epinephelus coioides	YP_002117856
Ursus spelaeus	YP_002117869
Chorthippus chinensis	YP_002117511
Tomistoma schlegelii	YP_002038847
Sinonovacula constricta	YP_002038858
Hemibarbus longirostris	YP_492583
Hemibarbus mylodon	YP_492609
Propithecus coquereli	YP_002004583
Bombina maxima	YP_002004553
Unionicola foili	YP_002003288
Spirometra erinaceieuropaei	YP_002003310
Ochotona curzoniae	YP_002000316
Normichthys operosus	YP_001994329
Narcetes erimelas	YP_001994316
Maulisia mauli	YP_001994303
Leptochilichthys agassizii	YP_001994290
Bathytroctes microlepis	YP_001994434
Bathyprion danae	YP_001994407
Alepocephalus bicolor	YP_001994368
Sagamichthys abei	YP_001994342
Pista cristata	YP_001994353
Gonorynchus abbreviatus	YP_001994447
Terebellides stroemii	YP_001994392
Amerotyphlops reticulatus	YP_001974659
Metaperipatus inae	YP_001974533
Monotaxis grandoculis	YP_001974477
Gyrodactylus derjavinoides	YP_001974730
Canthigaster rivulata	YP_001974762
Canthigaster coronata	YP_001974749
Arothron firmamentum	YP_001974711
Cyclemys atripons	YP_001974646
Platalea minor	YP_001974542
Lutjanus russellii	YP_001974555
Sphoeroides pachygaster	YP_001974516
Capros aper	YP_001974490
Platichthys stellatus	YP_001974594
Oplegnathus fasciatus	YP_001974620
Bombus ignitus	YP_001974606
Cuora mouhotii	YP_001974685
Varanus salvator	YP_001974698
Acanthopagrus latus	YP_001974736
Oncorhynchus gorbuscha	YP_001974503
Cobitis choii	YP_001876458
Uroctonus mordax	YP_001936646
Keratoisidinae sp. BAL208-1	YP_001936197
Syrmaticus soemmerringii ijimae	YP_001936239
Hypochilus thorelli	YP_001936581
Phalangium opilio	YP_001936225
Aphrocallistes vastus	YP_001936274
Syrmaticus reevesii	YP_001936278
Syrmaticus humiae	YP_001936472
Syrmaticus ellioti	YP_001936291
Phasianus versicolor	YP_001936595
Lophura ignita	YP_001936634
Buthus occitanus	YP_001936212
Toxocara cati	YP_001936464
Antedon mediterranea	YP_001905911
Ophiura albida	YP_001905898
Toxocara canis	YP_001905892
Capricornis swinhoei	YP_001874829
Mecistops cataphractus	YP_001874816
Panthera tigris	YP_001874855
Panthera pardus	YP_001874842
Sthenoteuthis oualaniensis	YP_001874747
Sthenoteuthis oualaniensis	YP_001874741
Saturnia boisduvalii	YP_001853751
Walchia hayashii	YP_001837111
Ascoschoengastia sp. TATW-1	YP_001837120
Arapaima gigas	YP_001816858
Elysia chlorotica	YP_001816799
Nephtys sp. 'San Juan Island' YV-2008	YP_001816764
Cryptopygus antarcticus	YP_001798468
Sminthurus viridis	YP_001798507
Friesea grisea	YP_001798494
Trigoniophthalmus alternatus	YP_001798455
Orchesella villosa	YP_001798481
Toxocara malaysiensis	YP_001795390
Tetranychus urticae	YP_001795371
Suberites domuncula	YP_001742101
Spilogale putorius	YP_001742107
Brachionus plicatilis	YP_001739865
Loxocorone allax	YP_001718388
Haemonchus contortus	YP_001700361
Canis lupus chanco	YP_001686713
Megalobrama amblycephala	YP_001686726
Mus musculus musculus	YP_001686700
Eremitalpa granti	YP_001661435
Hylomys suillus	YP_001661331
Dendrohyrax dorsalis	YP_001661370
Eulemur mongoz	YP_001661357
Daubentonia madagascariensis	YP_001661344
Trichechus manatus	YP_001661383
Pteragogus flagellifer	YP_001648507
Pantherophis slowinskii	YP_001434503
Xenopeltis unicolor	YP_313735
Ophisurus macrorhynchos	NP_991043
Lycodon semicarinatus	COX1_13972
Acrochordus granulatus	YP_313709
Paleosuchus trigonatus	YP_001425528
Ovophis okinavensis	YP_313670
Boa constrictor	YP_313683
Caiman crocodilus	NP_112524
Heteronotia binoei	YP_001654988
Ctenopharyngodon idella	YP_001654968
Aeoliscus strigatus	YP_001650803
Solenostomus cyanopterus	YP_001650764
Aulorhynchus flavidus	YP_001650777
Fistularia commersonii	YP_001650855
Pegasus volitans	YP_001650816
Eurypegasus draconis	YP_001650725
Macroramphosus scolopax	YP_001650738
Oostethus brachyurus	YP_001650842
Aulostomus chinensis	YP_001650788
Hippocampus kuda	YP_001650829
Manduca sexta	YP_001650750
Seriatopora caliendrum	YP_001649204
Seriatopora hystrix	YP_001649191
Microhyla okinavensis	YP_001648866
Xyrauchen texanus	YP_001648879
Sylvia crassirostris	YP_001648834
Acrocephalus scirpaceus	YP_001648808
Sylvia atricapilla	YP_001648821
Igernella notabilis	YP_001648657
Vaceletia sp. GW948	YP_001648687
Ptilocaulis walpersi	YP_001648570
Hippospongia lachne	YP_001648644
Chondrilla aff. nucula CHOND	YP_001648546
Ectyoplasia ferox	YP_001648584
Cinachyrella kuekenthali	YP_001648419
Antrokoreana gracilipes	YP_001648727
Agelas schmidti	YP_001648626
Odontobutis platycephala	YP_001648425
Aplysina fulva	YP_001648484
Iotrochota birotulata	YP_001648541
Topsentia ophiraphidites	YP_001648498
Halisarca dujardini	YP_001648602
Xestospongia muta	YP_001648589
Callyspongia plicifera	YP_001648519
Amphimedon compressa	YP_001648450
Oxya chinensis	YP_001648701
Hynobius quelpaertensis	YP_001648776
Biomphalaria tenagophila	YP_001648724
Indotyphlops braminus	YP_001648385
Hypsiscopus plumbea	YP_001648438
Deinagkistrodon acutus	YP_001648763
Naja naja	YP_001648789
Bugula neritina	YP_001648398
Hydra oligactis	YP_001648642
Ephydatia muelleri	YP_001648473
Hypophthalmichthys nobilis	YP_001648359
Negombata magnifica	YP_001633643
Hypophthalmichthys molitrix	YP_001604426
Duttaphrynus melanostictus	YP_001604413
Arctogadus glacialis	YP_001600220
Boreogadus saida	YP_001600207
Puntigrus tetrazona	YP_001595574
Porphyrio hochstetteri	YP_001586150
Phoenicopterus roseus	YP_001586111
Tachybaptus novaehollandiae	YP_001586260
Reishia clavigera	YP_001586125
Archilochus colubris	YP_001586247
Rhynochetos jubatus	YP_001586137
Salmo trutta trutta	YP_001568973
Microcotyle sebastis	COX1_20547
Caenorhabditis briggsae	COX1_21467
Nothopuga sp. 1 LP-2008	YP_001552153
Pseudocellus pearsei	YP_001552166
Bothriometopus macrocnemis	YP_001552101
Ursus thibetanus	YP_001542770
Tremarctos ornatus	YP_001542731
Melursus ursinus	YP_001542744
Helarctos malayanus	YP_001542757
Pyrophorus divergens	YP_001542579
Paragonimus westermani	NP_059465
Echinococcus vogeli	YP_001218776
Stylephorus chordatus	YP_001531179
Strongylocentrotus droebachiensis	YP_001527854
Strongylocentrotus pallidus	YP_001527867
Taenia saginata	YP_001527642
Babesia bovis T2Bo	YP_001504106
Bufo japonicus	YP_001496980
Tilletia indica	YP_001492841
Ostracion immaculatus	YP_001491398
Kentrocapros aculeatus	YP_001491385
Triacanthus biaculeatus	YP_001491372
Macrorhamphosodes uradoi	YP_001491333
Parapristipoma trilineatum	YP_001491294
Monodactylus argenteus	YP_001491307
Triodon macropterus	YP_001491320
Trixiphichthys weberi	YP_001491359
Triacanthodes anomalus	YP_001491346
Diagramma picta	YP_001491281
Naso lopezi	YP_001491242
Diodon holocanthus	YP_001491411
Doederleinia berycoides	YP_001491424
Chaetodontoplus septentrionalis	YP_001491502
Heniochus diphreutes	YP_001491476
Chaetodon auripes	YP_001491463
Lutjanus rivulatus	YP_001491450
Coreoperca kawamebari	YP_001491437
Lethrinus obsoletus	YP_001491268
Zebrasoma flavescens	YP_001491515
Centropyge loricula	YP_001491489
Spicara maena	YP_001491255
Zanclus cornutus	YP_001491229
Luvarus imperialis	YP_001491216
Camelus dromedarius	YP_001488944
Phallusia fumigata	YP_001481152
Phallusia mammillata	YP_001481141
Pocillopora eydouxi	YP_001456730
Pocillopora damicornis	YP_001456716
Camelus ferus	YP_001315074
Asymmetron sp. A TK-2007	YP_001434579
Asymmetron inferum	YP_001434566
Anarhichas lupus	YP_001434555
Mesobuthus martensii	YP_001427343
Egretta eulophotes	YP_001425574
Dosidicus gigas	YP_001425560
Dosidicus gigas	YP_001425554
Osteolaemus tetraspis	YP_001425500
Paleosuchus palpebrosus	YP_001425513
Anas platyrhynchos	YP_001382248
Hippoglossus stenolepis	YP_001403144
Reinhardtius hippoglossoides	YP_001403157
Hippoglossus hippoglossus	YP_001403131
Canis lupus lupus	YP_001382274
Ailurus fulgens styani	YP_001382335
Meles anakuma	YP_001382084
Trichobilharzia regenti	YP_001382129
Vampyroteuthis infernalis	YP_001382310
Gulo gulo	YP_001382261
Calotes versicolor	YP_001382235
Martes melampus	YP_001382097
Enhydra lutris	YP_001382348
Sepia esculenta	YP_001382322
Argopecten irradians	YP_001382289
Perionyx excavatus	YP_001315143
Camelus bactrianus	YP_001315061
Pellonula leonensis	YP_001293842
Odaxothrissa vittata	YP_001293829
Spratelloides delicatulus	YP_001293803
Nematalosa japonica	YP_001293777
Ilisha africana	YP_001293751
Coilia nasus	YP_001293686
Ilisha elongata	YP_001293764
Spratelloides gracilis	YP_001293816
Ethmalosa fimbriata	YP_001293725
Alosa alosa	YP_001293634
Siganus fuscescens	YP_001293462
Etrumeus teres	YP_001293738
Dorosoma petenense	YP_001293699
Sprattus sprattus	YP_001293868
Sardinella maderensis	YP_001293790
Engraulis encrasicolus	YP_001293712
Alosa pseudoharengus	YP_001293647
Clupea pallasii	YP_001293673
Sardina pilchardus	YP_001293855
Clupea harengus	YP_001293660
Cuora aurocapitata	YP_001260488
Ammotragus lervia	YP_001260501
Reticulitermes santonensis	YP_001256901
Pagellus bogaraveo	YP_001256941
Reticulitermes hageni	YP_001256927
Reticulitermes virginicus	YP_001256914
Reticulitermes flavipes	YP_001256888
Ailuropoda melanoleuca	YP_001249286
Bos grunniens	YP_001218793
Parajulis poecilepterus	YP_001218732
Bothropolys sp. SP-2004	YP_001218718
Echinococcus shiquicus	YP_001218752
Diphyllobothrium nihonkaiense	YP_001218788
Echinococcus oligarthrus	YP_001218764
Odorrana tormota	YP_001165458
Microhyla ornata	YP_001165445
Chlamydosaurus kingii	YP_001165427
Hynobius arisanensis	YP_001129518
Ursus thibetanus formosanus	YP_001127593
Mauremys mutica	YP_001127580
Oncorhynchus masou 'Biwa'	YP_001122889
Pelophylax plancyi	YP_001122915
Macrochelys temminckii	YP_001122863
Bombina variegata	YP_001122774
Oncorhynchus kisutch	YP_001122902
Melopsittacus undulatus	YP_001096522
Cyprinodon rubrofluviatilis	COX1_20621
Procyon lotor	YP_001096030
Galendromus occidentalis	YP_001096011
Galendromus occidentalis	YP_001096000
Oscarella carmela	YP_001090222
Epiperipatus biolleyi	YP_001083075
Oreochromis sp. KM-2006	YP_001054765
Anomalurus sp. GP-2005	YP_001054752
Olisthops cyanomelas	YP_001054817
Halichoeres melanurus	YP_001054882
Abudefduf vaigiensis	YP_001054856
Pseudolabrus sieboldi	YP_001054895
Ditrema temminckii	YP_001054804
Amphiprion ocellaris	YP_001054869
Cymatogaster aggregata	YP_001054791
Astronotus ocellatus	YP_001054778
Neolamprologus brichardi	YP_001054830
Tropheus duboisi	YP_001054843
Amphimedon queenslandica	YP_001031199
Dibothriocephalus latus	YP_001031219
Phacochoerus africanus	YP_001023765
Tigriopus californicus	YP_001023776
Hexamermis agrotis	YP_001023661
Savalia savaglia	YP_001023649
Lampsilis ornata	NP_957773
Gyrodactylus salaris	YP_001008361
Crocodylus siamensis	YP_001004154
Conus textile	YP_001004248
Furcifer oustaleti	YP_980219
Heloderma suspectum	YP_980206
Gekko vittatus	YP_980154
Lepidophyma flavimaculatum	YP_980193
Takydromus tachydromoides	YP_980167
Varanus niloticus	YP_980232
Coleonyx variegatus	YP_980180
Simosyrphus grandicornis	YP_973116
Ursus thibetanus mupinensis	YP_973104
Gymnogobius petschiliensis	YP_961319
Oncorhynchus masou formosanus	YP_961345
Opsariichthys bidens	YP_961332
Elaphodus cephalophus	YP_961397
Oncorhynchus masou masou	YP_961371
Oncorhynchus masou ishikawae	YP_961358
Romanomermis iyengari	YP_918977
Romanomermis nielseni	YP_918966
Barbonymus gonionotus	YP_913421
Rhynchocypris percnurus mantschuricus	YP_913798
Vaillantella maassi	YP_913746
Schistura balteata	YP_913733
Misgurnus nikolskyi	YP_913720
Leptobotia mantschurica	YP_913707
Pangio anguillaris	YP_913681
Pseudohomaloptera leonardi	YP_913655
Barbatula toni	YP_913616
Acantopsis choirorhynchos	YP_913603
Esomus metallicus	YP_913486
Labeo batesii	YP_913434
Gnathopogon elongatus	YP_913343
Nipponocypris sieboldii	YP_913395
Pelecus cultratus	YP_913525
Tribolodon nakamurai	YP_913369
Pseudaspius leptocephalus	YP_913759
Pethia ticto	YP_913460
Labeo senegalensis	YP_913447
Chanodichthys mongolicus	YP_913785
Ischikauia steenackeri	YP_913577
Gyrinocheilus aymonieri	YP_913642
Cycleptus elongatus	YP_913291
Chromobotia macracanthus	YP_913629
Aphyocypris chinensis	YP_913356
Enteromius trimaculatus	YP_913564
Pungtungia herzi	YP_913538
Pseudorasbora pumila	YP_913551
Rhodeus ocellatus kurumeus	YP_913252
Hemibarbus barbus	YP_913278
Acheilognathus typus	YP_913590
Gymnocypris przewalskii	YP_913499
Xenocypris argentea	YP_913772
Hypentelium nigricans	YP_913694
Alburnus alburnus	YP_913473
Barbus barbus	YP_913408
Opsariichthys uncirostris	YP_913382
Notemigonus crysoleucas	YP_913304
Cyprinella lutrensis	YP_913265
Tinca tinca	YP_913330
Gobio gobio	YP_913512
Romanomermis culicivorax	YP_913163
Catostomus commersonii	YP_913317
Parargyrops edita	YP_908779
Oncorhynchus nerka	YP_908766
Nymphon gracile	YP_863650
Xenoturbella bocki	YP_850978
Pteroglossus azara flavirostris	YP_842401
Ardea novaehollandiae	YP_842427
Falco sparverius	YP_842375
Micrastur gilvicollis	YP_842388
Pandion haliaetus	YP_842414
Dryocopus pileatus	YP_842362
Apus apus	YP_829491
Heterorhabditis bacteriophora	YP_817454
Rusa unicolor swinhoei	YP_778671
Callorhinus ursinus	YP_778684
Rattus norvegicus	AP_004894
Strelkovimermis spiculatus	YP_615048
Thaumamermis cosgrovei	YP_615042
Cnemotriccus fuscatus	COX1_19394
Phaethon rubricauda	YP_588200
Nautilus macromphalus	YP_588209
Synthliboramphus antiquus	YP_588187
Platysternon megacephalum	YP_581739
Balaenoptera omurai	YP_537134
Verasper variegatus	YP_537160
Cricetulus griseus	YP_537121
Balaenoptera edeni	YP_537147
Anisakis simplex	YP_537096
Siphonops annulatus	YP_525466
Amphioctopus fangsiao	YP_514809
Watasenia scintillans	YP_514776
Watasenia scintillans	YP_514764
Taeniopygia guttata	YP_514821
Rhodeus uyekii	YP_514619
Ranzania laevis	YP_514686
Phractolaemus ansorgii	YP_514751
Campanulotes compar	YP_514608
Mantella madagascariensis	YP_514700
Menura novaehollandiae	YP_514593
Sepioteuthis lessoniana	YP_514786
Sepia officinalis	YP_514795
Coreoleuciscus splendidus	YP_492570
Acanthaster brevispinus	YP_492668
Hemibarbus labeo	YP_492596
Acanthaster planci	YP_492655
Tritia obsoleta	YP_492542
Phanogenia gracilis	YP_448767
Malacochersus tornieri	YP_448896
Tamolanica tamolana	YP_448921
Manouria emys	YP_448805
Indotestudo forstenii	YP_448844
Neogymnocrinus richeri	YP_448754
Cygnus columbianus	YP_448781
Testudo marginata	YP_448870
Testudo kleinmanni	YP_448883
Testudo horsfieldii	YP_448857
Testudo graeca	YP_448792
Indotestudo elongata	YP_448831
Stigmochelys pardalis	YP_448818
Petrobius brevistylis	YP_448739
Rangifer tarandus	YP_448935
